#Chi is reported as CHI_(i)_(j) \hbar \omega (Ry)  Re(chi) (e^2*a_0^2/Ry) Im(chi) (e^2*a_0^2/Ry) 
# S(E) satisfies the sum rule 
     chi_2_3=  0.600000000000000E-02  -.765426504545230E-06  0.180929354447709E-10
     chi_3_3=  0.600000000000000E-02  0.175040259964166E+02  0.336190465621238E-02
     S(E)=  0.600000000000000E-02  0.642076356639655E-05
     chi_1_1=  0.700000000000000E-02  0.175043780204984E+02  0.392241363894113E-02
     chi_2_1=  0.700000000000000E-02  0.201074634368211E-04  0.753785147487275E-08
     chi_3_1=  0.700000000000000E-02  -.406796167720121E-05  -.148800426815128E-08
     chi_1_2=  0.700000000000000E-02  0.201074634387143E-04  0.753785147892715E-08
     chi_2_2=  0.700000000000000E-02  0.175043998836547E+02  0.392242131769411E-02
     chi_3_2=  0.700000000000000E-02  -.765424558230525E-06  0.211204904459448E-10
     chi_1_3=  0.700000000000000E-02  -.406796167776935E-05  -.148800426856757E-08
     chi_2_3=  0.700000000000000E-02  -.765424561166247E-06  0.211204837398878E-10
     chi_3_3=  0.700000000000000E-02  0.175043899308079E+02  0.392241872874277E-02
     S(E)=  0.700000000000000E-02  0.873981075633975E-05
     chi_1_1=  0.800000000000000E-02  0.175047979668908E+02  0.448301775991987E-02
     chi_2_1=  0.800000000000000E-02  0.201082701483279E-04  0.861544752852597E-08
     chi_3_1=  0.800000000000000E-02  -.406812092915444E-05  -.170072334145669E-08
     chi_1_2=  0.800000000000000E-02  0.201082701502215E-04  0.861544753316092E-08
     chi_2_2=  0.800000000000000E-02  0.175048198308690E+02  0.448302653631617E-02
     chi_3_2=  0.800000000000000E-02  -.765422314484021E-06  0.241536083611291E-10
     chi_1_3=  0.800000000000000E-02  -.406812092972264E-05  -.170072334193247E-08
     chi_2_3=  0.800000000000000E-02  -.765422317420462E-06  0.241536006948179E-10
     chi_3_3=  0.800000000000000E-02  0.175048098777450E+02  0.448302357737769E-02
     S(E)=  0.800000000000000E-02  0.114159233710082E-04
     chi_1_1=  0.900000000000000E-02  0.175052739354617E+02  0.504372564186067E-02
     chi_2_1=  0.900000000000000E-02  0.201091845072607E-04  0.969334777520463E-08
     chi_3_1=  0.900000000000000E-02  -.406830143131629E-05  -.191350125591341E-08
     chi_1_2=  0.900000000000000E-02  0.201091845091548E-04  0.969334778042067E-08
     chi_2_2=  0.900000000000000E-02  0.175052958003715E+02  0.504373551617185E-02
     chi_3_2=  0.900000000000000E-02  -.765419769776516E-06  0.271930925625528E-10
     chi_1_3=  0.900000000000000E-02  -.406830143188454E-05  -.191350125644867E-08
     chi_2_3=  0.900000000000000E-02  -.765419772713765E-06  0.271930839350878E-10
     chi_3_3=  0.900000000000000E-02  0.175052858469333E+02  0.504373218719146E-02
     S(E)=  0.900000000000000E-02  0.144492252946295E-04
     chi_1_1=  0.100000000000000E-01  0.175058059372124E+02  0.560455027663913E-02
     chi_2_1=  0.100000000000000E-01  0.201102065458456E-04  0.107715903275515E-07
     chi_3_1=  0.100000000000000E-01  -.406850318992052E-05  -.212634538364333E-08
     chi_1_2=  0.100000000000000E-01  0.201102065477403E-04  0.107715903333492E-07
     chi_2_2=  0.100000000000000E-01  0.175058278031634E+02  0.560456124917075E-02
     chi_3_2=  0.100000000000000E-01  -.765416923434444E-06  0.302397415178306E-10
     chi_1_3=  0.100000000000000E-01  -.406850319048882E-05  -.212634538423810E-08
     chi_2_3=  0.100000000000000E-01  -.765416926372603E-06  0.302397319281989E-10
     chi_3_3=  0.100000000000000E-01  0.175058178493741E+02  0.560455755008681E-02
     S(E)=  0.100000000000000E-01  0.178398569662687E-04
     chi_1_1=  0.110000000000000E-01  0.175063939844412E+02  0.616550466381580E-02
     chi_2_1=  0.110000000000000E-01  0.201113363001101E-04  0.118502133294841E-07
     chi_3_1=  0.110000000000000E-01  -.406872621193617E-05  -.233926310276719E-08
     chi_1_2=  0.110000000000000E-01  0.201113363020054E-04  0.118502133358641E-07
     chi_2_2=  0.110000000000000E-01  0.175064158515432E+02  0.616551673490748E-02
     chi_3_2=  0.110000000000000E-01  -.765413774704716E-06  0.332943546423542E-10
     chi_1_3=  0.110000000000000E-01  -.406872621250454E-05  -.233926310342146E-08
     chi_2_3=  0.110000000000000E-01  -.765413777643877E-06  0.332943440894299E-10
     chi_3_3=  0.110000000000000E-01  0.175064058973657E+02  0.616551266565147E-02
     S(E)=  0.110000000000000E-01  0.215879753936944E-04
     chi_1_1=  0.120000000000000E-01  0.175070380907436E+02  0.672660181149362E-02
     chi_2_1=  0.120000000000000E-01  0.201125738098857E-04  0.129292549596884E-07
     chi_3_1=  0.120000000000000E-01  -.406897050506819E-05  -.255226179807469E-08
     chi_1_2=  0.120000000000000E-01  0.201125738117817E-04  0.129292549666515E-07
     chi_2_2=  0.120000000000000E-01  0.175070599591064E+02  0.672661498151904E-02
     chi_3_2=  0.120000000000000E-01  -.765410322754589E-06  0.363577324053026E-10
     chi_1_3=  0.120000000000000E-01  -.406897050563662E-05  -.255226179878846E-08
     chi_2_3=  0.120000000000000E-01  -.765410325694849E-06  0.363577208878471E-10
     chi_3_3=  0.120000000000000E-01  0.175070500045036E+02  0.672661054201565E-02
     S(E)=  0.120000000000000E-01  0.256937541688857E-04
     chi_1_1=  0.130000000000000E-01  0.175077382710137E+02  0.728785473717676E-02
     chi_2_1=  0.130000000000000E-01  0.201139191188123E-04  0.140087534351193E-07
     chi_3_1=  0.130000000000000E-01  -.406923607775813E-05  -.276534886169582E-08
     chi_1_2=  0.130000000000000E-01  0.201139191207090E-04  0.140087534426663E-07
     chi_2_2=  0.130000000000000E-01  0.175077601407470E+02  0.728786900654370E-02
     chi_3_2=  0.130000000000000E-01  -.765406566671580E-06  0.394306764358639E-10
     chi_1_3=  0.130000000000000E-01  -.406923607832663E-05  -.276534886246913E-08
     chi_2_3=  0.130000000000000E-01  -.765406569613036E-06  0.394306639525223E-10
     chi_3_3=  0.130000000000000E-01  0.175077501856821E+02  0.728786419671072E-02
     S(E)=  0.130000000000000E-01  0.301573834851811E-04
     chi_1_1=  0.140000000000000E-01  0.175084945414449E+02  0.784927646863046E-02
     chi_2_1=  0.140000000000000E-01  0.201153722743418E-04  0.150887470145069E-07
     chi_3_1=  0.140000000000000E-01  -.406952293918488E-05  -.297853169377355E-08
     chi_1_2=  0.140000000000000E-01  0.201153722762392E-04  0.150887470226387E-07
     chi_2_2=  0.140000000000000E-01  0.175085164126586E+02  0.784929183778088E-02
     chi_3_2=  0.140000000000000E-01  -.765402505463336E-06  0.425139896296997E-10
     chi_1_3=  0.140000000000000E-01  -.406952293975346E-05  -.297853169460640E-08
     chi_2_3=  0.140000000000000E-01  -.765402508406083E-06  0.425139761790059E-10
     chi_3_3=  0.140000000000000E-01  0.175085064570945E+02  0.784928665752922E-02
     S(E)=  0.140000000000000E-01  0.349790701560735E-04
     chi_1_1=  0.150000000000000E-01  0.175093069195312E+02  0.841088004474251E-02
     chi_2_1=  0.150000000000000E-01  0.201169333277422E-04  0.161692740018707E-07
     chi_3_1=  0.150000000000000E-01  -.406983109926554E-05  -.319181770313775E-08
     chi_1_2=  0.150000000000000E-01  0.201169333296405E-04  0.161692740105881E-07
     chi_2_2=  0.150000000000000E-01  0.175093287923352E+02  0.841089651415242E-02
     chi_3_2=  0.150000000000000E-01  -.765398138057500E-06  0.456084762556808E-10
     chi_1_3=  0.150000000000000E-01  -.406983109983421E-05  -.319181770403013E-08
     chi_2_3=  0.150000000000000E-01  -.765398141001633E-06  0.456084618360550E-10
     chi_3_3=  0.150000000000000E-01  0.175093188362348E+02  0.841089096338612E-02
     S(E)=  0.150000000000000E-01  0.401590376356536E-04
     chi_1_1=  0.160000000000000E-01  0.175101754240678E+02  0.897267851638587E-02
     chi_2_1=  0.160000000000000E-01  0.201186023341029E-04  0.172503727500408E-07
     chi_3_1=  0.160000000000000E-01  -.407016056865630E-05  -.340521430798072E-08
     chi_1_2=  0.160000000000000E-01  0.201186023360020E-04  0.172503727593449E-07
     chi_2_2=  0.160000000000000E-01  0.175101972985720E+02  0.897269608656559E-02
     chi_3_2=  0.160000000000000E-01  -.765393463301570E-06  0.487149420629074E-10
     chi_1_3=  0.160000000000000E-01  -.407016056922507E-05  -.340521430893265E-08
     chi_2_3=  0.160000000000000E-01  -.765393466247191E-06  0.487149266726491E-10
     chi_3_3=  0.160000000000000E-01  0.175101873418985E+02  0.897269016518190E-02
     S(E)=  0.160000000000000E-01  0.456975260407063E-04
     chi_1_1=  0.170000000000000E-01  0.175111000751534E+02  0.953468494728342E-02
     chi_2_1=  0.170000000000000E-01  0.201203793523391E-04  0.183320816641889E-07
     chi_3_1=  0.170000000000000E-01  -.407051135875340E-05  -.361872893653431E-08
     chi_1_2=  0.170000000000000E-01  0.201203793542392E-04  0.183320816740807E-07
     chi_2_2=  0.170000000000000E-01  0.175111219514678E+02  0.953470361877764E-02
     chi_3_2=  0.170000000000000E-01  -.765388479962760E-06  0.518341943880306E-10
     chi_1_3=  0.170000000000000E-01  -.407051135932226E-05  -.361872893754581E-08
     chi_2_3=  0.170000000000000E-01  -.765388482909960E-06  0.518341780253324E-10
     chi_3_3=  0.170000000000000E-01  0.175111119941839E+02  0.953469732666678E-02
     S(E)=  0.170000000000000E-01  0.515947921744649E-04
     chi_1_1=  0.180000000000000E-01  0.175120808941901E+02  0.100969124148742E-01
     chi_2_1=  0.180000000000000E-01  0.201222644451976E-04  0.194144392053670E-07
     chi_3_1=  0.180000000000000E-01  -.407088348169414E-05  -.383236902774881E-08
     chi_1_2=  0.180000000000000E-01  0.201222644470987E-04  0.194144392158478E-07
     chi_2_2=  0.180000000000000E-01  0.175121027724248E+02  0.100969321882616E-01
     chi_3_2=  0.180000000000000E-01  -.765383186727814E-06  0.549670422629206E-10
     chi_1_3=  0.180000000000000E-01  -.407088348226311E-05  -.383236902881989E-08
     chi_2_3=  0.180000000000000E-01  -.765383189676693E-06  0.549670249258551E-10
     chi_3_3=  0.180000000000000E-01  0.175120928144935E+02  0.100969255253071E-01
     S(E)=  0.180000000000000E-01  0.578511095520241E-04
     chi_1_1=  0.190000000000000E-01  0.175131179038862E+02  0.106593740111810E-01
     chi_2_1=  0.190000000000000E-01  0.201242576792625E-04  0.204974838940566E-07
     chi_3_1=  0.190000000000000E-01  -.407127695035805E-05  -.404614203197368E-08
     chi_1_2=  0.190000000000000E-01  0.201242576811647E-04  0.204974839051275E-07
     chi_2_2=  0.190000000000000E-01  0.175131397841512E+02  0.106593948870750E-01
     chi_3_2=  0.190000000000000E-01  -.765377582202855E-06  0.581142965226873E-10
     chi_1_3=  0.190000000000000E-01  -.407127695092713E-05  -.404614203310436E-08
     chi_2_3=  0.190000000000000E-01  -.765377585153510E-06  0.581142782092092E-10
     chi_3_3=  0.190000000000000E-01  0.175131298255355E+02  0.106593878531533E-01
     S(E)=  0.190000000000000E-01  0.644667684274206E-04
     chi_1_1=  0.200000000000000E-01  0.175142111282566E+02  0.112220828436813E-01
     chi_2_1=  0.200000000000000E-01  0.201263591249607E-04  0.215812543137283E-07
     chi_3_1=  0.200000000000000E-01  -.407169177836798E-05  -.426005541164023E-08
     chi_1_2=  0.200000000000000E-01  0.201263591268641E-04  0.215812543253907E-07
     chi_2_2=  0.200000000000000E-01  0.175142330106622E+02  0.112221048227294E-01
     chi_3_2=  0.200000000000000E-01  -.765371664913185E-06  0.612767699140568E-10
     chi_1_3=  0.200000000000000E-01  -.407169177893718E-05  -.426005541283052E-08
     chi_2_3=  0.200000000000000E-01  -.765371667865712E-06  0.612767506220098E-10
     chi_3_3=  0.200000000000000E-01  0.175142230513250E+02  0.112220974177103E-01
     S(E)=  0.200000000000000E-01  0.714420758223839E-04
     chi_1_1=  0.210000000000000E-01  0.175153605926252E+02  0.117850520361785E-01
     chi_2_1=  0.210000000000000E-01  0.201285688565695E-04  0.226657891144116E-07
     chi_3_1=  0.210000000000000E-01  -.407212798009138E-05  -.447411664194647E-08
     chi_1_2=  0.210000000000000E-01  0.201285688584741E-04  0.226657891266667E-07
     chi_2_2=  0.210000000000000E-01  0.175153824772815E+02  0.117850751190628E-01
     chi_3_2=  0.210000000000000E-01  -.765365433303092E-06  0.644552772041916E-10
     chi_1_3=  0.210000000000000E-01  -.407212798066069E-05  -.447411664319638E-08
     chi_2_3=  0.210000000000000E-01  -.765365436257592E-06  0.644552569312976E-10
     chi_3_3=  0.210000000000000E-01  0.175153725171858E+02  0.117850673428090E-01
     S(E)=  0.210000000000000E-01  0.787773555567613E-04
     chi_1_1=  0.220000000000000E-01  0.175165663236260E+02  0.123482947296772E-01
     chi_2_1=  0.220000000000000E-01  0.201308869522222E-04  0.237511270162772E-07
     chi_3_1=  0.220000000000000E-01  -.407258557064157E-05  -.468833321154413E-08
     chi_1_2=  0.220000000000000E-01  0.201308869541279E-04  0.237511270291264E-07
     chi_2_2=  0.220000000000000E-01  0.175165882106434E+02  0.123483189171142E-01
     chi_3_2=  0.220000000000000E-01  -.765358885735658E-06  0.676506352898863E-10
     chi_1_3=  0.220000000000000E-01  -.407258557121102E-05  -.468833321285369E-08
     chi_2_3=  0.220000000000000E-01  -.765358888692226E-06  0.676506140337556E-10
     chi_3_3=  0.220000000000000E-01  0.175165782497519E+02  0.123483107694816E-01
     S(E)=  0.220000000000000E-01  0.864729482806273E-04
     chi_1_1=  0.230000000000000E-01  0.175178283492051E+02  0.129118240832590E-01
     chi_2_1=  0.230000000000000E-01  0.201333134939158E-04  0.248373068132308E-07
     chi_3_1=  0.230000000000000E-01  -.407306456587915E-05  -.490271262322805E-08
     chi_1_2=  0.230000000000000E-01  0.201333134958229E-04  0.248373068266757E-07
     chi_2_2=  0.230000000000000E-01  0.175178502386939E+02  0.129118493759998E-01
     chi_3_2=  0.230000000000000E-01  -.765352020492520E-06  0.708636633072553E-10
     chi_1_3=  0.230000000000000E-01  -.407306456644874E-05  -.490271262459726E-08
     chi_2_3=  0.230000000000000E-01  -.765352023451254E-06  0.708636410653747E-10
     chi_3_3=  0.230000000000000E-01  0.175178402769696E+02  0.129118408568376E-01
     S(E)=  0.230000000000000E-01  0.945292115080756E-04
     chi_1_1=  0.240000000000000E-01  0.175191466986225E+02  0.134756532749624E-01
     chi_2_1=  0.240000000000000E-01  0.201358485675187E-04  0.259243673765204E-07
     chi_3_1=  0.240000000000000E-01  -.407356498241344E-05  -.511726239462797E-08
     chi_1_2=  0.240000000000000E-01  0.201358485694272E-04  0.259243673905625E-07
     chi_2_2=  0.240000000000000E-01  0.175191685906933E+02  0.134756796737930E-01
     chi_3_2=  0.240000000000000E-01  -.765344835773658E-06  0.740951827418563E-10
     chi_1_3=  0.240000000000000E-01  -.407356498298316E-05  -.511726239605686E-08
     chi_2_3=  0.240000000000000E-01  -.765344838734655E-06  0.740951595115972E-10
     chi_3_3=  0.240000000000000E-01  0.175191586280990E+02  0.134756707829430E-01
     S(E)=  0.240000000000000E-01  0.102946519652709E-03
     chi_1_1=  0.250000000000000E-01  0.175205214024542E+02  0.140397955026644E-01
     chi_2_1=  0.250000000000000E-01  0.201384922627782E-04  0.270123476583563E-07
     chi_3_1=  0.250000000000000E-01  -.407408683760392E-05  -.533199005890304E-08
     chi_1_2=  0.250000000000000E-01  0.201384922646881E-04  0.270123476729972E-07
     chi_2_2=  0.250000000000000E-01  0.175205432972174E+02  0.140398230084051E-01
     chi_3_2=  0.250000000000000E-01  -.765337329697151E-06  0.773460175393299E-10
     chi_1_3=  0.250000000000000E-01  -.407408683817379E-05  -.533199006039161E-08
     chi_2_3=  0.250000000000000E-01  -.765337332660510E-06  0.773459933179436E-10
     chi_3_3=  0.250000000000000E-01  0.175205333337160E+02  0.140398137457027E-01
     S(E)=  0.250000000000000E-01  0.111725264064825E-03
     chi_1_1=  0.260000000000000E-01  0.175219524925938E+02  0.146042639849647E-01
     chi_2_1=  0.260000000000000E-01  0.201412446733288E-04  0.281012866955461E-07
     chi_3_1=  0.260000000000000E-01  -.407463014956193E-05  -.554690316543891E-08
     chi_1_2=  0.260000000000000E-01  0.201412446752402E-04  0.281012867107877E-07
     chi_2_2=  0.260000000000000E-01  0.175219743901600E+02  0.146042925984709E-01
     chi_3_2=  0.260000000000000E-01  -.765329500298927E-06  0.806169942165441E-10
     chi_1_3=  0.260000000000000E-01  -.407463015013195E-05  -.554690316698717E-08
     chi_2_3=  0.260000000000000E-01  -.765329503264750E-06  0.806169690011656E-10
     chi_3_3=  0.260000000000000E-01  0.175219644257144E+02  0.146042829637442E-01
     S(E)=  0.260000000000000E-01  0.120865853070313E-03
     chi_1_1=  0.270000000000000E-01  0.175234400022551E+02  0.151690719620734E-01
     chi_2_1=  0.270000000000000E-01  0.201441058967010E-04  0.291912236131439E-07
     chi_3_1=  0.270000000000000E-01  -.407519493715217E-05  -.576200928054765E-08
     chi_1_2=  0.270000000000000E-01  0.201441058986139E-04  0.291912236289877E-07
     chi_2_2=  0.270000000000000E-01  0.175234619027351E+02  0.151691016842351E-01
     chi_3_2=  0.270000000000000E-01  -.765321345532504E-06  0.839089419732943E-10
     chi_1_3=  0.270000000000000E-01  -.407519493772234E-05  -.576200928215565E-08
     chi_2_3=  0.270000000000000E-01  -.765321348500890E-06  0.839089157609369E-10
     chi_3_3=  0.270000000000000E-01  0.175234519373079E+02  0.151690916773055E-01
     S(E)=  0.270000000000000E-01  0.130368712011256E-03
     chi_1_1=  0.280000000000000E-01  0.175249839659739E+02  0.157342326967007E-01
     chi_2_1=  0.280000000000000E-01  0.201470760343300E-04  0.302821976281148E-07
     chi_3_1=  0.280000000000000E-01  -.407578121999455E-05  -.597731598817083E-08
     chi_1_2=  0.280000000000000E-01  0.201470760362445E-04  0.302821976445629E-07
     chi_2_2=  0.280000000000000E-01  0.175250058694784E+02  0.157342635284430E-01
     chi_3_2=  0.280000000000000E-01  -.765312863268718E-06  0.872226928045543E-10
     chi_1_3=  0.280000000000000E-01  -.407578122056489E-05  -.597731598983860E-08
     chi_2_3=  0.280000000000000E-01  -.765312866239766E-06  0.872226655921057E-10
     chi_3_3=  0.280000000000000E-01  0.175249959030326E+02  0.157342531491250E-01
     S(E)=  0.280000000000000E-01  0.140234283288264E-03
     chi_1_1=  0.290000000000000E-01  0.175265844196105E+02  0.162997594749511E-01
     chi_2_1=  0.290000000000000E-01  0.201501551915652E-04  0.313742480530164E-07
     chi_3_1=  0.290000000000000E-01  -.407638901846590E-05  -.619283089058540E-08
     chi_1_2=  0.290000000000000E-01  0.201501551934814E-04  0.313742480700705E-07
     chi_2_2=  0.290000000000000E-01  0.175266063262505E+02  0.162997914172339E-01
     chi_3_2=  0.290000000000000E-01  -.765304051295437E-06  0.905590816133262E-10
     chi_1_3=  0.290000000000000E-01  -.407638901903642E-05  -.619283089231291E-08
     chi_2_3=  0.290000000000000E-01  -.765304054269242E-06  0.905590533975596E-10
     chi_3_3=  0.290000000000000E-01  0.175265963587488E+02  0.162997806653349E-01
     S(E)=  0.290000000000000E-01  0.150463026404530E-03
     chi_1_1=  0.300000000000000E-01  0.175282414003522E+02  0.168656656072187E-01
     chi_2_1=  0.300000000000000E-01  0.201533434776798E-04  0.324674142996956E-07
     chi_3_1=  0.300000000000000E-01  -.407701835370188E-05  -.640856160911292E-08
     chi_1_2=  0.300000000000000E-01  0.201533434795977E-04  0.324674143173578E-07
     chi_2_2=  0.300000000000000E-01  0.175282633102385E+02  0.168656986610372E-01
     chi_3_2=  0.300000000000000E-01  -.765294907317267E-06  0.939189463240994E-10
     chi_1_3=  0.300000000000000E-01  -.407701835427256E-05  -.640856161090024E-08
     chi_2_3=  0.300000000000000E-01  -.765294910293932E-06  0.939189171016633E-10
     chi_3_3=  0.300000000000000E-01  0.175282533416437E+02  0.168656875363578E-01
     S(E)=  0.300000000000000E-01  0.161055418011620E-03
     chi_1_1=  0.310000000000000E-01  0.175299549467152E+02  0.174319644290883E-01
     chi_2_1=  0.310000000000000E-01  0.201566410058809E-04  0.335617358830046E-07
     chi_3_1=  0.310000000000000E-01  -.407766924759884E-05  -.662451578483227E-08
     chi_1_2=  0.310000000000000E-01  0.201566410078006E-04  0.335617359012770E-07
     chi_2_2=  0.310000000000000E-01  0.175299768599591E+02  0.174319985954727E-01
     chi_3_2=  0.310000000000000E-01  -.765285428955251E-06  0.973031279969634E-10
     chi_1_3=  0.310000000000000E-01  -.407766924816970E-05  -.662451578667937E-08
     chi_2_3=  0.310000000000000E-01  -.765285431934876E-06  0.973030977643862E-10
     chi_3_3=  0.310000000000000E-01  0.175299668902338E+02  0.174319870978065E-01
     S(E)=  0.310000000000000E-01  0.172011951957015E-03
     chi_1_1=  0.320000000000000E-01  0.175317250985479E+02  0.179986693022378E-01
     chi_2_1=  0.320000000000000E-01  0.201600478933198E-04  0.346572524245328E-07
     chi_3_1=  0.320000000000000E-01  -.407834172281589E-05  -.684070107929545E-08
     chi_1_2=  0.320000000000000E-01  0.201600478952414E-04  0.346572524434175E-07
     chi_2_2=  0.320000000000000E-01  0.175317470152605E+02  0.179987045822536E-01
     chi_3_2=  0.320000000000000E-01  -.765275613746544E-06  0.100712470942364E-09
     chi_1_3=  0.320000000000000E-01  -.407834172338694E-05  -.684070108120242E-08
     chi_2_3=  0.320000000000000E-01  -.765275616729232E-06  0.100712439696042E-09
     chi_3_3=  0.320000000000000E-01  0.175317370443675E+02  0.179986927113873E-01
     S(E)=  0.320000000000000E-01  0.183333139333403E-03
     chi_1_1=  0.330000000000000E-01  0.175335518970330E+02  0.185657936153454E-01
     chi_2_1=  0.330000000000000E-01  0.201635642611031E-04  0.357540036563602E-07
     chi_3_1=  0.330000000000000E-01  -.407903580277693E-05  -.705712517524748E-08
     chi_1_2=  0.330000000000000E-01  0.201635642630265E-04  0.357540036758593E-07
     chi_2_2=  0.330000000000000E-01  0.175335738173255E+02  0.185658300100934E-01
     chi_3_2=  0.330000000000000E-01  -.765265459144094E-06  0.104147822836557E-09
     chi_1_3=  0.330000000000000E-01  -.407903580334818E-05  -.705712517721429E-08
     chi_2_3=  0.330000000000000E-01  -.765265462129947E-06  0.104147790572770E-09
     chi_3_3=  0.330000000000000E-01  0.175335638452276E+02  0.185658177658067E-01
